Orthogroup	Willisornis poecilinotus	Acanthisitta chloris	Amazona collaria	Camarhynchus parvulus	Corapipo altera	Corvus brachyrhynchos	Corvus cornix	Cyanistes caeruleus	Empidonax trailli	Erythrura gouldiae	Falco cherug	Falco peregrinus	Ficedula albicollis	Geospiza fortis	Junco hyemalis	Lepidothrix coronata	Lonchura striata	Manacus vitellinus	Melopsittacus undulatus	Neopelma chrysocephalum	Nestor notabilis	Parus major	Pipra filicauda	Pseudopodoces humilis	Serinus canaria	Taeniopygia guttata	Zonotrichia albicollis	Hypocnemis ochrogyna	Rhegmatorhina melanosticta
OG0000186	3	3	2	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2
OG0000187	7	2	3	3	3	2	2	4	3	2	3	3	2	3	3	3	3	2	2	3	1	3	2	3	3	3	2	3	1
OG0000188	2	3	3	3	3	3	2	2	5	2	3	3	2	3	2	2	2	2	2	3	4	2	2	3	2	3	3	4	3
OG0000189	4	2	3	2	3	3	3	2	3	3	3	3	3	2	3	3	3	3	2	3	2	3	3	3	3	3	1	3	2
OG0000190	3	1	3	3	2	3	2	3	3	6	3	3	3	2	2	4	3	2	3	3	1	3	3	3	2	2	2	3	2
OG0000191	5	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	3	2	2	3	3	2	2	3	3	3
OG0000192	3	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	2	2	2	2
OG0000193	3	3	3	3	3	3	3	1	3	6	3	3	2	3	3	3	3	3	3	2	3	1	2	1	3	0	3	3	3
OG0000194	3	2	3	3	3	1	2	3	3	3	2	2	3	1	3	4	3	2	2	4	2	3	3	3	2	3	3	3	3
OG0000195	3	3	5	2	2	2	2	3	2	2	3	2	2	3	2	3	2	2	4	2	3	2	2	2	3	2	3	5	5
OG0000196	3	3	2	3	3	3	2	2	8	1	3	3	2	4	2	2	2	1	2	3	3	2	2	3	2	2	5	3	1
OG0000197	2	3	3	3	3	3	2	3	2	2	3	3	2	3	2	3	2	4	3	4	3	2	3	3	2	3	2	2	2
OG0000198	3	0	5	4	3	1	1	0	4	4	1	3	4	0	3	5	4	1	2	4	0	3	5	4	0	5	1	3	3
OG0000199	2	0	0	1	0	1	0	1	1	7	1	1	4	5	7	1	7	0	0	0	0	0	2	3	7	3	17	6	2
OG0000200	0	4	3	3	5	3	1	3	3	2	4	4	2	3	4	2	2	2	2	5	3	2	6	4	1	1	1	1	0
OG0000201	2	4	2	3	2	2	2	2	3	2	4	4	3	3	2	2	3	2	2	2	3	3	4	3	2	4	2	2	2
OG0000202	3	2	4	3	4	2	2	2	2	4	2	2	2	2	4	2	3	2	3	3	3	3	2	3	3	3	2	3	2
OG0000203	3	3	3	3	3	2	2	4	3	6	2	2	2	2	4	2	2	2	2	2	3	2	2	2	4	1	3	3	3
OG0000204	2	3	2	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	2	3	3	2	3	2	3	3	2	3	1
OG0000205	3	3	2	1	3	2	2	2	2	2	3	3	2	3	1	3	3	4	3	3	3	2	3	3	3	3	2	4	2
OG0000206	4	2	2	3	3	2	2	2	3	3	3	3	3	2	2	3	3	2	2	3	2	3	3	3	1	3	2	4	3
OG0000207	1	2	2	3	3	2	3	1	1	2	4	4	3	3	2	2	3	4	3	3	3	2	3	4	2	3	3	2	2
OG0000208	3	2	3	3	4	3	2	2	3	2	3	3	3	3	1	3	4	2	3	3	2	3	3	3	2	2	1	2	2
OG0000209	3	3	3	3	3	2	3	2	3	2	2	2	3	3	3	3	3	2	3	3	2	3	3	3	3	3	2	1	1
OG0000210	9	3	1	2	1	2	1	3	6	1	3	3	3	3	1	2	3	1	1	4	2	2	2	4	0	2	1	4	5
OG0000211	1	2	3	3	9	4	0	3	4	2	3	3	1	1	2	2	2	3	4	5	3	1	4	3	2	3	1	1	0
OG0000212	2	3	3	3	3	3	3	2	3	2	3	3	3	3	2	3	2	3	2	3	3	2	3	3	2	3	2	2	1
OG0000213	3	2	4	3	4	3	2	3	3	3	2	3	3	3	2	1	3	1	2	3	1	3	3	3	3	3	2	2	1
OG0000214	2	2	2	2	2	3	1	3	2	6	2	2	3	2	3	3	3	2	3	3	1	3	3	3	3	3	2	3	2
OG0000215	1	0	3	0	0	2	0	7	1	1	1	0	1	0	4	4	5	8	3	0	1	3	0	0	7	14	11	0	0
OG0000216	5	3	3	2	3	2	1	2	3	5	4	3	2	2	2	3	2	3	3	3	3	1	3	2	2	3	1	3	0
OG0000217	5	5	4	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	4	2	3	2	2	2	2	4	4
OG0000218	2	3	3	3	2	3	2	3	2	2	2	2	2	3	2	3	2	4	2	2	3	2	3	3	3	3	3	2	2
OG0000219	2	2	4	3	3	3	2	2	3	2	2	3	2	2	3	3	3	2	2	3	2	3	3	3	2	3	2	2	1
OG0000220	1	2	3	2	4	4	2	3	2	1	3	3	2	3	1	4	2	3	3	4	2	2	4	3	2	3	2	1	1
OG0000221	3	3	4	2	2	2	2	2	2	2	2	2	4	4	3	3	2	3	4	2	1	2	2	2	3	2	2	3	3
OG0000222	2	3	5	2	3	2	3	3	3	2	1	1	3	3	3	3	1	3	3	3	3	3	3	3	2	2	3	1	1
OG0000223	3	3	2	5	1	4	1	5	1	2	1	1	1	2	1	1	5	2	1	1	1	3	1	3	4	5	4	3	4
OG0000224	3	4	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	5	3	2	2	3	2	2	5	3
OG0000225	4	2	2	2	3	2	2	2	4	2	2	2	2	2	2	4	4	3	2	2	2	3	3	2	2	2	3	3	2
OG0000226	3	6	2	2	2	2	2	2	3	3	2	2	2	2	1	2	2	2	3	3	4	4	2	2	2	2	3	2	2
OG0000227	4	2	3	2	3	2	2	2	2	2	3	3	2	2	2	3	2	3	3	2	3	2	3	2	2	2	3	3	3
OG0000228	2	2	2	3	2	3	1	3	2	5	3	3	3	3	2	2	3	3	2	3	3	2	2	3	2	3	2	2	1
OG0000229	2	3	2	2	4	5	1	2	3	1	3	4	1	3	2	2	2	2	1	8	2	2	3	2	2	3	3	1	1
OG0000230	1	3	3	2	2	2	1	3	3	2	2	2	2	2	2	2	3	3	2	6	3	3	2	3	2	5	1	4	1
OG0000231	2	1	3	3	3	2	2	2	3	3	2	2	3	2	3	3	3	2	3	3	2	2	3	3	2	3	2	2	2
OG0000232	2	4	1	2	3	3	2	2	4	3	3	4	2	2	2	3	2	2	2	2	2	3	2	2	2	2	4	3	2
OG0000233	1	3	3	3	4	2	0	2	2	2	3	3	3	2	2	3	2	3	3	3	3	2	3	3	3	6	0	2	0
OG0000234	2	2	3	2	2	2	2	2	2	2	2	2	2	2	4	2	3	3	5	2	3	3	2	2	3	2	4	2	2
OG0000235	1	2	2	3	2	2	2	3	3	5	2	2	3	4	2	2	2	4	2	4	2	2	3	2	3	2	2	1	0
OG0000236	1	2	0	1	6	1	1	1	1	1	2	2	1	1	0	2	1	17	0	3	0	1	21	1	1	1	1	1	1
OG0000237	2	3	2	3	3	1	2	2	2	2	3	3	2	2	3	2	3	2	2	4	2	2	4	3	2	3	2	2	2
OG0000238	3	3	3	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	3	4	2	3	4
OG0000239	3	3	3	2	2	3	3	3	2	3	2	2	2	2	3	2	2	2	3	3	3	3	2	2	2	3	3	1	2
OG0000240	2	2	2	2	2	2	2	2	2	8	3	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	6	2
OG0000241	3	4	1	2	2	3	3	2	3	3	4	4	1	2	2	1	2	2	2	4	2	2	2	2	2	4	2	2	2
OG0000242	2	2	3	3	2	2	2	2	2	2	2	3	3	3	3	2	3	1	3	3	2	3	2	3	2	4	1	3	1
OG0000243	1	2	2	2	2	1	2	2	4	1	2	2	2	2	2	3	2	7	0	5	2	1	9	2	2	1	2	2	1
OG0000244	2	3	2	3	1	1	1	3	2	3	1	2	2	1	3	3	3	3	3	3	3	3	3	3	3	2	3	2	2
OG0000245	1	2	4	3	3	2	2	2	4	3	2	2	3	2	3	3	3	2	2	2	2	2	3	3	2	4	2	1	0
OG0000246	1	2	6	1	2	1	1	1	1	4	2	3	1	1	2	6	3	5	5	2	4	5	2	1	3	2	4	1	0
OG0000247	3	3	2	3	4	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	3	3	2	2	2	4	1
OG0000248	2	2	4	3	4	2	2	3	2	3	3	3	3	2	1	1	3	1	2	3	2	3	2	3	3	2	2	2	1
OG0000249	2	1	2	3	2	3	4	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	4	3	2	4	2	3	3
OG0000250	4	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	5	5
OG0000251	2	2	2	3	3	2	2	2	3	2	2	3	2	3	2	2	3	2	2	3	2	2	3	3	2	3	2	2	2
OG0000252	1	2	2	3	3	3	3	3	2	3	2	2	2	3	3	1	3	1	5	2	2	3	3	3	3	2	3	0	1
OG0000253	2	2	3	3	3	1	0	2	3	3	2	2	3	1	3	3	2	2	3	3	2	3	3	3	2	2	0	6	2
OG0000254	3	1	3	3	3	2	0	1	3	3	2	2	2	0	2	3	3	2	3	3	3	3	3	3	3	4	1	2	2
OG0000255	4	3	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	4	5
OG0000256	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	4	3	3	2	4	2	4	2	2	2	2	3	2	3
OG0000257	2	1	6	2	2	1	1	3	4	3	1	2	2	1	2	3	3	3	2	3	1	3	2	2	5	2	3	2	2
OG0000258	2	2	2	3	3	2	2	3	2	2	3	3	2	3	2	2	3	2	2	2	2	2	2	2	3	4	2	2	2
OG0000259	3	2	1	2	5	2	2	3	3	3	2	2	2	2	1	1	1	5	1	3	1	1	3	2	3	3	2	5	3
OG0000260	2	2	2	3	2	3	2	2	3	3	3	3	2	3	2	2	3	2	3	2	2	2	2	3	2	3	2	2	1
OG0000261	3	3	2	2	2	2	2	3	3	3	2	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	4
OG0000262	3	3	3	2	2	2	2	3	2	3	3	3	2	3	2	2	2	2	1	2	3	2	2	2	2	2	2	3	3
OG0000263	1	2	1	2	7	2	1	3	4	5	3	4	1	2	4	3	1	2	1	5	1	1	2	2	2	2	4	1	1
OG0000264	1	0	1	3	1	5	3	3	0	1	0	2	1	2	3	2	3	1	1	1	0	2	19	0	3	5	1	2	3
OG0000265	5	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	1	3	2	5	2
OG0000266	2	2	4	2	3	2	2	2	3	3	2	2	2	2	3	3	3	5	2	4	2	2	2	2	2	2	1	2	1
OG0000267	3	2	4	2	2	2	2	3	2	2	2	2	3	3	2	3	4	2	3	2	2	2	2	2	2	2	2	2	2
OG0000268	5	4	2	2	2	2	2	1	3	3	1	3	2	2	1	1	3	2	2	2	3	1	3	2	1	2	2	3	5
OG0000269	5	3	2	2	2	2	2	1	3	2	2	2	2	2	3	2	2	3	2	3	3	2	2	2	2	2	2	3	3
OG0000270	2	3	2	2	2	2	2	3	5	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	4	1
OG0000271	2	2	1	2	5	2	1	1	1	1	2	2	2	2	1	2	2	13	1	2	2	3	3	2	2	1	2	3	3
OG0000272	3	1	3	3	2	2	1	1	3	3	2	3	3	2	3	3	3	2	2	3	1	2	3	3	1	2	1	3	3
OG0000273	2	2	3	3	2	3	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	5	2	2	2
OG0000274	1	2	3	3	2	3	2	2	2	3	3	3	1	3	2	2	3	1	2	3	2	2	4	3	2	3	2	2	1
OG0000275	0	3	3	6	3	2	0	3	2	2	4	3	1	1	1	1	3	2	4	3	6	1	3	5	1	2	2	1	0
OG0000276	0	1	6	2	0	0	1	2	0	21	0	0	1	2	0	1	1	7	0	1	0	0	5	2	4	9	1	0	0
OG0000277	2	4	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	4	2	2	3	2	2	2	3	3
OG0000278	3	2	2	2	2	2	2	4	2	2	2	2	2	2	2	3	3	4	2	2	2	2	2	2	2	2	2	3	3
OG0000279	2	3	2	2	3	3	2	3	3	2	2	2	2	3	1	2	2	2	3	3	2	2	2	2	3	1	2	3	3
OG0000280	6	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	3	3
OG0000281	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	4	3
OG0000282	3	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	1	2	2	2	2	2	2	2	3	2	5	5
OG0000283	4	1	3	3	4	2	3	3	2	0	2	2	3	2	0	0	3	3	2	4	1	2	5	2	2	1	2	3	2
OG0000284	4	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	3	4
OG0000285	5	3	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	5	0
OG0000286	6	3	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	7	0
OG0000287	4	3	4	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2
OG0000288	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	3	2	3	2	2	2	2	4	3
OG0000289	2	2	2	2	2	3	3	3	2	4	2	2	2	2	1	2	3	2	2	2	2	2	2	3	3	3	2	2	1
OG0000290	4	2	2	3	3	2	1	1	3	2	2	3	3	2	3	4	3	1	1	3	0	2	3	3	1	2	0	3	3
OG0000291	2	2	2	2	3	3	2	2	2	2	3	3	2	2	3	3	2	2	2	3	2	2	3	2	2	2	2	2	2
OG0000292	2	2	4	3	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	1
OG0000293	3	3	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	3	3	2	2	2	1	2	4	3
OG0000294	3	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	4	3
OG0000295	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	2	2	2	2	5	4
OG0000296	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	4	2	3	2	2	2	2	3	3
OG0000297	1	2	5	2	2	2	1	3	2	9	2	3	2	3	1	2	2	2	3	3	2	1	2	2	2	1	3	1	1
OG0000298	2	1	1	5	5	3	1	2	2	1	1	1	6	4	1	6	1	1	1	5	1	1	2	2	3	2	2	2	1
OG0000299	1	2	3	3	4	2	1	1	2	2	3	3	2	3	2	2	3	2	1	5	1	2	4	3	1	3	2	1	1
OG0000300	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	31	4	0	0	1	0	1	26	0	0	0	0
OG0000301	2	2	2	3	3	2	2	2	3	2	3	3	2	2	2	3	2	1	2	2	2	2	3	3	2	3	2	2	1
OG0000302	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	6	2
OG0000303	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	1	2	2	3	4
OG0000304	2	3	4	2	2	2	2	2	3	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2
OG0000305	2	2	2	2	2	2	2	2	5	2	1	2	2	2	1	2	2	7	2	2	1	2	5	2	2	3	1	2	1
OG0000306	3	3	2	2	2	2	3	2	4	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
OG0000307	3	2	2	2	2	2	2	3	3	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	3	2	2	3	2
OG0000308	4	3	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4
OG0000309	2	4	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	2	2	4	2	2	2	2	2	2	2	2
OG0000310	2	1	3	4	3	3	1	0	3	2	3	3	1	3	2	2	2	0	2	4	2	2	3	3	2	2	1	4	1
OG0000311	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	0	2	4	3	3	2	2	4	2	2	2	3	2	2
OG0000312	4	2	2	3	2	2	2	1	2	2	3	2	2	1	3	2	2	2	3	2	0	3	2	2	2	5	2	2	3
OG0000313	3	3	3	1	0	3	2	3	0	3	2	1	1	1	4	4	4	2	5	0	2	2	3	1	4	3	2	1	3
OG0000314	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	3
OG0000315	2	1	6	1	2	1	1	7	0	2	0	2	1	0	3	2	4	3	6	0	0	3	0	1	6	5	3	2	2
OG0000316	2	2	4	2	5	3	2	2	1	2	2	2	2	3	2	2	2	3	2	3	2	2	2	2	2	1	2	3	1
OG0000317	1	2	2	2	2	3	2	2	2	3	2	2	2	2	3	2	4	2	1	2	2	2	2	2	3	3	4	3	1
OG0000318	2	5	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
OG0000319	1	3	2	2	2	4	2	2	2	4	3	3	3	3	0	2	1	2	2	5	3	2	1	2	1	2	2	2	1
OG0000320	2	1	2	2	3	3	2	3	3	2	2	2	2	3	1	2	2	2	2	3	3	2	2	2	3	2	2	2	2
OG0000321	2	2	2	3	2	3	2	2	2	2	3	3	2	2	2	2	2	1	2	2	3	2	2	3	2	3	2	2	2
OG0000322	1	1	1	2	3	2	2	2	0	0	1	1	13	2	1	1	3	1	1	4	1	1	2	3	2	4	1	5	0
OG0000323	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	5	2
OG0000324	3	2	2	2	2	2	2	2	4	3	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	3	1	4	2
OG0000325	3	2	2	2	3	3	2	2	4	2	2	2	2	3	1	1	2	1	2	3	2	2	2	2	3	2	2	2	3
OG0000326	3	2	2	2	2	3	1	2	4	3	2	1	2	3	3	1	2	1	3	2	2	3	2	2	3	1	3	2	3
OG0000327	2	1	3	2	3	3	2	2	3	2	2	2	2	3	1	2	2	2	2	3	2	2	2	2	3	1	2	2	4
OG0000328	2	2	3	3	2	2	2	2	2	2	3	3	3	2	1	2	2	2	1	2	3	2	3	2	2	2	2	2	2
OG0000329	3	2	2	2	2	3	1	2	2	5	3	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	1
OG0000330	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	3	3
OG0000331	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	4	3
OG0000332	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	3	2	2	2	2
OG0000333	2	1	3	2	2	2	2	3	2	2	1	1	2	2	3	2	2	2	1	5	3	3	2	2	3	3	2	2	2
OG0000334	3	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	4	2	2	3	2	2	2	1	9	0
OG0000335	0	2	2	3	2	1	2	4	5	6	2	2	3	3	2	2	1	2	2	2	2	2	3	3	3	1	1	2	0
OG0000336	2	3	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3	2	2	3	2	2	2	2	3
OG0000337	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	4
OG0000338	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	3
OG0000339	2	0	3	3	3	1	0	0	3	3	1	2	3	1	3	3	3	2	3	4	0	3	3	3	1	3	1	2	3
OG0000340	2	2	3	2	3	3	2	2	3	2	2	2	2	3	1	2	2	2	2	3	2	2	2	2	3	2	2	2	1
OG0000341	2	2	3	1	3	3	2	2	3	3	2	2	2	3	1	2	2	2	3	3	3	2	2	2	2	2	2	1	1
OG0000342	2	3	2	2	4	3	2	2	4	2	2	2	2	3	2	1	2	1	2	3	2	2	2	2	3	2	1	2	1
OG0000343	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	3
OG0000344	2	3	4	2	2	2	2	4	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	1	2	2	2	1
OG0000345	2	3	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2
OG0000346	2	1	2	2	2	3	2	3	2	2	2	3	2	2	2	2	3	2	2	2	1	2	2	3	2	4	2	2	2
OG0000347	1	2	2	2	2	3	2	1	2	2	2	2	2	3	1	3	2	2	3	2	2	2	3	2	4	2	1	5	1
OG0000348	5	3	1	2	2	2	2	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3	3
OG0000349	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	3
OG0000350	2	2	2	2	2	3	2	2	2	2	3	3	2	2	2	1	2	2	3	2	2	1	2	2	2	2	2	5	2
OG0000351	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2
OG0000352	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	3	2	2	2
OG0000353	2	2	2	2	2	2	2	3	2	3	3	2	2	2	2	2	3	2	1	2	2	2	2	2	2	2	2	3	2
OG0000354	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	3	2	2	1	2	2	3	2	2	2	2	2	2
OG0000355	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2
OG0000356	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2
OG0000357	2	3	1	2	2	2	2	2	3	2	2	2	2	2	2	3	2	3	2	3	2	2	3	2	2	2	1	2	2
OG0000358	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2
OG0000359	2	2	2	2	4	2	2	2	2	6	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	1	1	2	1
OG0000360	2	3	2	2	3	2	3	3	3	2	2	2	2	2	2	1	2	1	2	2	3	2	1	2	2	3	1	3	2
OG0000361	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	3
OG0000362	2	3	2	2	3	1	1	2	2	5	2	2	2	2	2	3	2	3	3	2	2	1	2	2	3	1	3	0	1
OG0000363	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	4	3	2	2	2	2	2	2	2	1	1	2
OG0000364	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2
OG0000365	2	3	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
OG0000366	2	2	3	2	3	2	2	1	3	4	3	3	1	1	2	1	2	2	2	3	2	2	3	3	2	2	1	2	1
OG0000367	3	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	3
OG0000368	3	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2
OG0000369	3	2	2	2	2	2	2	2	2	4	2	2	2	2	1	2	3	2	2	2	3	2	2	2	2	3	1	2	2
OG0000370	2	2	2	2	2	2	2	2	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2
OG0000371	1	2	2	2	6	1	1	2	3	2	2	2	2	2	3	2	2	3	2	3	2	2	3	2	2	3	1	1	1
OG0000372	0	2	1	3	4	2	0	2	1	10	3	3	0	2	4	1	3	0	0	5	1	2	3	3	3	3	0	0	0
OG0000373	5	2	3	2	1	1	1	2	1	2	3	2	2	1	2	2	2	2	2	2	3	2	2	3	2	2	1	4	2
OG0000374	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
OG0000375	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2
OG0000376	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	1
OG0000377	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	4	1	2	2	2	2	2	1	2	2
OG0000378	2	2	3	2	2	4	2	1	2	2	2	2	2	2	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2
OG0000379	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2
OG0000380	1	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	3	2	1	2	3	2	2	2	2	3	2	2	2
OG0000381	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
OG0000382	2	0	0	1	15	2	2	0	2	0	2	0	1	3	0	0	0	0	0	2	0	0	30	0	0	1	0	0	0
OG0000383	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2
OG0000384	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	3	2	5	2	2	2	2	2	2	1	2	2
OG0000385	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2
OG0000386	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2
OG0000387	3	5	3	2	3	1	1	1	2	2	2	3	1	1	2	2	2	1	2	2	2	2	2	3	2	4	2	1	1
OG0000388	2	2	2	2	2	3	1	2	3	2	2	2	2	3	1	2	2	2	2	3	2	2	2	2	3	2	2	2	2
OG0000389	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	2	2	2	2	2	2	3	1	3	3
OG0000390	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2
OG0000391	2	4	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	1	1
OG0000392	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	1
OG0000393	3	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	2	3	2	2	2	2	3	0	9	1
OG0000394	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0000395	2	3	1	2	2	2	2	2	2	2	2	2	4	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2
OG0000396	2	2	2	3	2	2	2	2	2	2	3	3	2	2	2	2	1	1	1	2	1	3	3	3	2	3	2	2	2
OG0000397	2	2	2	1	3	2	2	2	2	1	3	2	2	2	3	1	2	3	2	2	4	2	3	1	1	2	1	3	4
OG0000398	2	2	3	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0000399	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2
